timestamp,latitude,longitude,speed,ignition
2026-06-01 07:45:00,52.520000,13.405000,0,an
2026-06-01 07:45:20,52.521199,13.408413,48,an
2026-06-01 07:45:40,52.522398,13.411827,48,an
2026-06-01 07:46:00,52.523597,13.415240,48,an
2026-06-01 07:46:20,52.524796,13.418654,48,an
2026-06-01 07:46:40,52.525995,13.422068,48,an
2026-06-01 07:47:00,52.527194,13.425481,48,an
2026-06-01 07:47:20,52.528393,13.428895,48,an
2026-06-01 07:47:40,52.529592,13.432309,48,an
2026-06-01 07:48:00,52.530791,13.435723,48,an
2026-06-01 07:48:20,52.531990,13.439137,48,an
2026-06-01 07:48:40,52.533190,13.442552,48,an
2026-06-01 07:49:00,52.534389,13.445966,48,an
2026-06-01 07:49:20,52.535588,13.449380,48,an
2026-06-01 07:49:40,52.536787,13.452795,48,an
2026-06-01 07:50:00,52.537986,13.456210,48,an
2026-06-01 07:50:20,52.539185,13.459624,48,an
2026-06-01 07:50:40,52.540384,13.463039,48,an
2026-06-01 07:51:00,52.541583,13.466454,48,an
2026-06-01 07:51:20,52.542782,13.469869,48,an
2026-06-01 07:51:40,52.543981,13.473284,48,an
2026-06-01 07:52:00,52.545180,13.476699,48,an
2026-06-01 07:52:20,52.546379,13.480115,48,an
2026-06-01 07:52:40,52.547578,13.483530,48,an
2026-06-01 07:53:00,52.548777,13.486945,48,an
2026-06-01 07:53:20,52.549976,13.490361,48,an
2026-06-01 07:53:40,52.551175,13.493777,48,an
2026-06-01 07:54:00,52.552374,13.497192,48,an
2026-06-01 07:54:20,52.553573,13.500608,48,an
2026-06-01 07:54:40,52.554772,13.504024,48,an
2026-06-01 07:55:00,52.555971,13.507440,48,an
2026-06-01 07:55:20,52.557170,13.510856,48,an
2026-06-01 07:55:40,52.558369,13.514272,48,an
2026-06-01 07:56:00,52.559569,13.517689,48,an
2026-06-01 07:56:20,52.560768,13.521105,48,an
2026-06-01 07:56:40,52.561967,13.524522,48,an
2026-06-01 07:57:00,52.563166,13.527938,48,an
2026-06-01 07:58:00,52.563166,13.527938,0,an
2026-06-01 07:58:20,52.564644,13.533153,70,an
2026-06-01 07:58:40,52.566122,13.538367,70,an
2026-06-01 07:59:00,52.567599,13.543582,70,an
2026-06-01 07:59:20,52.569077,13.548797,70,an
2026-06-01 07:59:40,52.570555,13.554012,70,an
2026-06-01 08:00:00,52.572033,13.559228,70,an
2026-06-01 08:00:20,52.573511,13.564443,70,an
2026-06-01 08:00:40,52.574989,13.569659,70,an
2026-06-01 08:01:00,52.576467,13.574875,70,an
2026-06-01 08:01:20,52.577945,13.580091,70,an
2026-06-01 08:01:40,52.579423,13.585307,70,an
2026-06-01 08:02:00,52.580901,13.590523,70,an
2026-06-01 08:02:20,52.582379,13.595740,70,an
2026-06-01 08:02:40,52.583857,13.600956,70,an
2026-06-01 08:03:00,52.585335,13.606173,70,an
2026-06-01 08:03:20,52.586813,13.611390,70,an
2026-06-01 08:03:40,52.588291,13.616608,70,an
2026-06-01 08:04:00,52.589768,13.621825,70,an
2026-06-01 08:04:20,52.591246,13.627043,70,an
2026-06-01 08:04:40,52.592724,13.632261,70,an
2026-06-01 08:05:00,52.594202,13.637479,70,an
2026-06-01 08:05:20,52.595680,13.642697,70,an
2026-06-01 08:05:40,52.597158,13.647915,70,an
2026-06-01 08:06:00,52.598636,13.653134,70,an
2026-06-01 08:06:20,52.601486,13.663198,135,an
2026-06-01 08:06:40,52.604336,13.673264,135,an
2026-06-01 08:07:00,52.607186,13.683330,135,an
2026-06-01 08:07:20,52.610036,13.693397,135,an
2026-06-01 08:07:40,52.612887,13.703465,135,an
2026-06-01 08:08:00,52.615737,13.713533,135,an
2026-06-01 08:08:20,52.618587,13.723602,135,an
2026-06-01 08:08:40,52.621437,13.733671,135,an
2026-06-01 08:09:00,52.624287,13.743741,135,an
2026-06-01 08:10:00,52.624287,13.743741,0,aus
2026-06-01 08:11:00,52.624287,13.743741,0,aus
2026-06-01 08:12:00,52.624287,13.743741,0,aus
2026-06-01 08:13:00,52.624287,13.743741,0,aus
2026-06-01 08:14:00,52.624287,13.743741,0,aus
2026-06-01 08:15:00,52.624287,13.743741,0,aus
2026-06-01 08:16:00,52.624287,13.743741,0,aus
2026-06-01 08:17:00,52.624287,13.743741,0,aus
2026-06-01 08:18:00,52.624287,13.743741,0,aus
2026-06-01 08:19:00,52.624287,13.743741,0,aus
2026-06-01 08:20:00,52.624287,13.743741,0,aus
2026-06-01 08:21:00,52.624287,13.743741,0,aus
2026-06-01 08:22:00,52.624287,13.743741,0,aus
2026-06-01 08:23:00,52.624287,13.743741,0,aus
2026-06-01 08:24:00,52.624287,13.743741,0,aus
2026-06-01 08:25:00,52.624287,13.743741,0,aus
2026-06-01 08:26:00,52.624287,13.743741,0,aus
2026-06-01 08:27:00,52.624287,13.743741,0,aus
2026-06-01 08:28:00,52.624287,13.743741,0,aus
2026-06-01 08:29:00,52.624287,13.743741,0,aus
2026-06-01 08:30:00,52.624287,13.743741,0,aus
2026-06-01 08:31:00,52.624287,13.743741,0,aus
2026-06-01 08:32:00,52.624287,13.743741,0,aus
2026-06-01 08:33:00,52.624287,13.743741,0,aus
2026-06-01 08:34:00,52.624287,13.743741,0,aus
2026-06-01 08:35:00,52.624287,13.743741,0,aus
2026-06-01 08:36:00,52.624287,13.743741,0,aus
2026-06-01 08:37:00,52.624287,13.743741,0,aus
2026-06-01 08:38:00,52.624287,13.743741,0,aus
2026-06-01 08:39:00,52.624287,13.743741,0,aus
2026-06-01 08:40:00,52.624287,13.743741,0,aus
2026-06-01 08:41:00,52.624287,13.743741,0,aus
2026-06-01 08:42:00,52.624287,13.743741,0,aus
2026-06-01 08:43:00,52.624287,13.743741,0,aus
2026-06-01 08:44:00,52.624287,13.743741,0,aus
2026-06-01 08:45:00,52.624287,13.743741,0,aus
2026-06-01 08:46:00,52.624287,13.743741,0,aus
2026-06-01 08:47:00,52.624287,13.743741,0,aus
2026-06-01 08:48:00,52.624287,13.743741,0,aus
2026-06-01 08:49:00,52.624287,13.743741,0,aus
2026-06-01 08:50:00,52.624287,13.743741,0,aus
2026-06-01 08:51:00,52.624287,13.743741,0,aus
2026-06-01 08:52:00,52.624287,13.743741,0,aus
2026-06-01 08:53:00,52.624287,13.743741,0,aus
2026-06-01 08:54:00,52.624287,13.743741,0,aus
2026-06-01 08:55:00,52.624287,13.743741,0,aus
2026-06-01 08:56:00,52.624287,13.743741,0,aus
2026-06-01 08:57:00,52.624287,13.743741,0,aus
2026-06-01 08:58:00,52.624287,13.743741,0,aus
2026-06-01 08:59:00,52.624287,13.743741,0,aus
2026-06-01 09:00:00,52.624287,13.743741,0,aus
2026-06-01 09:01:00,52.624287,13.743741,0,aus
2026-06-01 09:02:00,52.624287,13.743741,0,aus
2026-06-01 09:03:00,52.624287,13.743741,0,aus
2026-06-01 09:04:00,52.624287,13.743741,0,aus
2026-06-01 09:05:00,52.624287,13.743741,0,aus
2026-06-01 09:06:00,52.624287,13.743741,0,aus
2026-06-01 09:07:00,52.624287,13.743741,0,aus
2026-06-01 09:08:00,52.624287,13.743741,0,aus
2026-06-01 09:09:00,52.624287,13.743741,0,aus
2026-06-01 09:10:00,52.624287,13.743741,0,aus
2026-06-01 09:11:00,52.624287,13.743741,0,aus
2026-06-01 09:12:00,52.624287,13.743741,0,aus
2026-06-01 09:13:00,52.624287,13.743741,0,aus
2026-06-01 09:14:00,52.624287,13.743741,0,aus
2026-06-01 09:15:00,52.624287,13.743741,0,aus
2026-06-01 09:16:00,52.624287,13.743741,0,aus
2026-06-01 09:17:00,52.624287,13.743741,0,aus
2026-06-01 09:18:00,52.624287,13.743741,0,aus
2026-06-01 09:19:00,52.624287,13.743741,0,aus
2026-06-01 09:20:00,52.624287,13.743741,0,aus
2026-06-01 09:21:00,52.624287,13.743741,0,aus
2026-06-01 09:22:00,52.624287,13.743741,0,aus
2026-06-01 09:23:00,52.624287,13.743741,0,aus
2026-06-01 09:24:00,52.624287,13.743741,0,aus
2026-06-01 09:25:00,52.624287,13.743741,0,aus
2026-06-01 09:26:00,52.624287,13.743741,0,aus
2026-06-01 09:27:00,52.624287,13.743741,0,aus
2026-06-01 09:28:00,52.624287,13.743741,0,aus
2026-06-01 09:29:00,52.624287,13.743741,0,aus
2026-06-01 09:30:00,52.624287,13.743741,0,aus
2026-06-01 09:31:00,52.624287,13.743741,0,aus
2026-06-01 09:32:00,52.624287,13.743741,0,aus
2026-06-01 09:33:00,52.624287,13.743741,0,aus
2026-06-01 09:34:00,52.624287,13.743741,0,aus
2026-06-01 09:35:00,52.624287,13.743741,0,aus
2026-06-01 09:36:00,52.624287,13.743741,0,aus
2026-06-01 09:37:00,52.624287,13.743741,0,aus
2026-06-01 09:38:00,52.624287,13.743741,0,aus
2026-06-01 09:39:00,52.624287,13.743741,0,aus
